-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.14462166245184513,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.6560769780207854,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.0005302773598380801,-0.0011541330772946452,0.0028028946162869956,-0.7292873051224942,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.07299898409183883,0.15888014184694335,0.21495548602821765,-0.7292873051224942,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.124540628912098,-1.099645000810121,-0.7292873051224943,-0.7292873051224942,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.4013207703092823,-0.4013207703092823,-0.7292873051224947,-0.7292873051224942,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.3471053815807189,-0.1266309721589536,0.8692650334075724,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-1.2503769025912856,2.7214085526986804,-3.7606517885550645,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
